Victoria Napolitano-Storladi
Dott. Maria Guarana
Sig.ra Concetta Sermonti
Fredo Coppola
Marcantonio Verga
Sig. Giuseppe Maglio
Sylvia Baracca
Sig. Gabriele Contrafatto
Dott. Rosina Lombardi
Coluccio Scotto
Antonino Staglieno
Carolina Marino-Bulzoni
Dott. Etta Federici
Ilaria Lopresti
Monica Musatti
Lazzaro Marazzi-Fusani
Fortunata Pacillo
Dott. Arnulfo Comolli
Amedeo Nosiglia-Canil
Cecilia Cammarata
Sig. Gionata Federico
Costantino Ariosto
Gioele Valentino-Barese
Lina Forza-Antonucci
Patrizia Munari
Aria Nitto
Rita Cerutti
Costantino Collodi-Biagi
Ciro Saffi-Bajamonti
Liliana Borroni
Dott. Panfilo Zacchia
Ida Morpurgo
Etta Finetti
Mirko Cabrini
Ubaldo Cainero
Pellegrino Tornatore
Maria Verga
Stefania Alonzi
Ludovico Garobbio
Anita Pignatti
Adelasia Musatti
Orazio Ruggeri
Sandro Nosiglia
Michele Bruno
Adamo Anichini
Dott. Annamaria Bonomo
Enzio Giacometti
Isa Cuzzocrea-Zamorani
Donatella Camicione-Smirnoff
Pasquale Cesarotti
Sig.ra Serafina Cainero
Lazzaro Pezzali-Giunti
Dott. Carolina Cossiga
Marissa Zanazzo
Ottone Capecchi
Saverio Zabarella
Giuliano Anguissola
Gioele Maspero
Sante Casaleggio-Chittolini
Coluccio Sabatini
Milo Camilleri
Serena Galvani
Simone Verga
Santino Traversa
Anita Russo
Cristina Giannini
Nino Bajardi-Malenchini
Cassandra Sbarbaro
Elena Cristoforetti
Orazio Naccari
Luigi Altera
Annalisa Asmundo
Lodovico Leone
Giada Spallanzani
Ottavio Galiazzo-Pizzetti
Filippo Lercari-Carducci
Angelica Polizzi
Ignazio Puccini
Telemaco Maderno
Sig. Giampaolo Cimini
Piermaria Collodi-Bazzi
Margherita Morlacchi
Arturo Peano
Patrizio Galeati
Lisa Vittadello-Raurica
Augusto Bignami
Coluccio Bellò-Squarcione
Gastone Guarana
Diana Peano
Maura Platini
Dott. Concetta Germano
Ida Fanucci-Bocelli
Elvira Camanni
Alessia Carli
Fernanda Moccia
Veronica Rismondo
Gian Tassoni
Dott. Mirko Barese
Carolina Ovadia
Berenice Comencini
Piergiorgio Zito-Palumbo
Lina Ortese-Badoglio
Sig. Gianluigi Giammusso
Giuliana Magrassi
Alfio Fogazzaro
Saverio Soprano
Camillo Murialdo
Mirco Grisoni-Ritacca
Erika Giacconi
Massimo Cagnotto
Erika Giannini
Maria Manacorda
Pietro Jovinelli
Baccio Tomaselli
Piero Campanella
Viridiana Bruno
Arturo Salieri
Dott. Eva Munari
Matilda Romano
Sig.ra Diana Letta
Ansaldo Ruffini
Marina Fioravanti-Piane
Alessandra Lombardi
Melissa Capone
Enrico Durante
Alberto Troisi
Michelangelo Rizzoli
Fabrizia Pizzamano
Antonina Gargallo
Dott. Ludovico Colletti
Marcella Boccherini
Leonardo Maderna
Sig.ra Rita Morpurgo
Enzo Maglio-Nordio
Marco Polizzi
Giacinto Novaro
Gianluca Falier
Sebastiano Marsili-Fagotto
Milena Trezzini
Niccolò Giunti
Enzio Almagià
Giuseppe Gagliardi
Raffaello Celentano
Dott. Mirco Gagliardi
Dott. Camillo Ruggieri
Stefania Orsini
Pasqual Monte-Trombetta
Zaira Piazzi
Sig. Saverio Cremonesi
Alfredo Sgarbi
Salvatore Zaccagnini
Dott. Luisa Soranzo
Pasqual Paoletti
Carla Loredan
Damiano Tedesco-Filippelli
Tiziana Petrucelli
Sig.ra Romina Scalfaro
Giorgio Fornaciari
Sylvia Micheletti
Dott. Azeglio Fittipaldi
Sig.ra Ida Depero
Domenico Rismondo
Adelasia Detti
Mariano Sonnino
Mirko Panzera
Gaspare Colletti
Lidia Brancaccio-Baglioni
Sig.ra Eugenia Pagnotto
Priscilla Antelami
Sig. Alessio Mimun
Sig.ra Adelasia Brunelleschi
Lisa Mazzacurati
Ciro Folliero-Majorana
Tonia Zaccardo
Serafina Folliero
Ippazio Cugia
Sig.ra Giada Grimani
Marta Nonis
Sig.ra Clelia Romano
Alfredo Zito
Dott. Cirillo Bajardi
Dott. Luca Infantino
Giulia Camilleri
Sig.ra Ninetta Pagnotto
Fiamma Ferraris-Aporti
Stefani Biagi
Giacinto Mercati
Pierpaolo Rizzoli
Camilla Morosini
Calcedonio Cocci
Laura Sabatini
Giacobbe Palazzo-Bajardi
Romana Brenna
Ottone Faggiani
Donatella Perini
Sig. Stefano Castelli
Durante Favata
Nina Faugno
Flora Morandini-Fieramosca
Rocco Tommaseo
Dott. Liberto Bertoli
Sig.ra Ninetta Marenzio
Gabriele Pasolini
Rita Caccioppoli
Dott. Nadia Venditti
Stefania Balbi-Renault
Valentina Mattarella-Mazzacurati
Cirillo Busoni-Bondumier
Gino Moneta
Arsenio Corradi
Cecilia Trincavelli
Vincenzo Mercati
Sig. Uberto Tiepolo
Anita Buonauro
Donato Sismondi-Castelli
Federica Boiardo-Salvo
Sylvia Trincavelli
Lolita Ossani-Mantegna
Fulvio Tron
Durante Gabbana
Iolanda Tirabassi
Puccio Rosmini
Lodovico Bonino
Simonetta Emo
Simonetta Gentilini
Gionata Veneziano
Antonietta Persico
Sig.ra Alina Gentilini
Dott. Coriolano Stucchi
Giovanna Rensi-Turchi
Carmelo Muti
Angelina Conte-Smirnoff
Virgilio Respighi
Piermaria Bonatti-Navarria
Marisa Gianvecchio
Marcantonio Sagese
Sonia Smirnoff
Micheletto Gabrieli
Maurilio Foconi
Dott. Cristina Almagià
Sig.ra Allegra Parini
Silvia Albertini
Michelangelo Zarlino
Costanzo Salvo-Gianetti
Cirillo Borsiere-Morucci
Dott. Martina Ossola
Roberto Comeriato-Canevascini
Iolanda Roero
Fabrizia Traetta-Valguarnera
Veronica Giannelli
Ronaldo Castelli
Angelica Polizzi-Avogadro
Priscilla Colletti-Norbiato
Telemaco Inzaghi
Monica Granatelli
Dott. Vincentio Ginese
Flavia Bajardi-Orengo
Marissa Tresoldi
Simone Michelangeli
Marcella Pigafetta-Pirandello
Maurizio Samele-Pacomio
Ezio Muratori-Pirelli
Tina Catenazzi
Dott. Lilla Oscuro
Dario Gregori
Beppe Prada
Giulia Modiano
Antonino Moresi
Vanessa Ziani
Matilda Camanni
Gianluigi Desio-Baresi
Lorenzo Bonolis
Cirillo Missoni-Vittadello
Giampiero Vidoni-Soderini
Giustino Bondumier
Mariano Cugia
Arsenio Camiscione
Amadeo Musatti-Chigi
Elmo Pininfarina
Biagio Piazzi
Dott. Simonetta Pietrangeli
Chiara Moccia-Siffredi
Stefania Tornatore
Pasqual Ferretti
Antonino Saracino
Donatello Baracca
Paride Trotta
Nanni Ricciardi
Paoletta Gozzano
Paulina Giannone
Raffaello Bonatti
Lazzaro Benussi
Adelasia Bossi
Rembrandt Riccati-Draghi
Nino Balla
Ennio Capone-Cappelli
Guglielmo Mannoia
Ottone Almagià
Daria Capuana
Filippa Lerner
Dott. Irma Spinelli
Mariano Necci
Dott. Tullio Trezzini
Dott. Pina Bramante
Dott. Romeo Bombieri
Antonia Nordio
Mauro Ariasso
Emma Gelli-Randazzo
Gioacchino Chinnici
Sabatino Pratesi
Concetta Tozzi
Camillo Comolli-Bonaventura
Dott. Licia Togliatti
Paolo Gemito
Lolita Conte
Gino Ferragni-Speri
Michelangelo Chindamo
Lina Pirandello
Annetta Lussu
Dario Toso
Michela Tuzzolino
Sonia Bruno-Rossini
Alessandra Borgia
Giacinto Cesaroni
Dott. Ramona Tozzi
Fiorenzo Cignaroli
Giada Baglioni
Salvi Chiesa-Roero
Aldo Borromeo
Martino Pirandello
Sabatino Nadi-Peruzzi
Francesca Palmisano
Ornella Antonello
Ludovica Volterra
Calcedonio Casadei-Campise
Rosa Vittadello
Giovanna Balla
Benedetto Maglio
Sig. Pier Speri
Sig.ra Carla Bernetti
Beatrice Gagliano
Cristina Bianchi
Renata Bellocchio
Licia Pacomio
Ninetta Bertoni
Gioele Togliatti
Sergius Piane-Gabbana
Rolando Cerutti
Fabrizia Leoncavallo
Federica Pepe
Paola Gradenigo-Alboni
Caterina Binaghi
Luisa Tamburello-Ortese
Letizia Tognazzi
Ermenegildo Ricci
Puccio Belletini
Osvaldo Guidotti-Milanesi
Nicoletta Lucchesi
Ramona Raurica
Dino Argento
Michela Gozzi
Sig. Ludovico Bragaglia
Giulia Doglioni
Annamaria Respighi
Enzo Cilea
Dott. Guarino Barese
Sig. Matteo Opizzi
Benito Battaglia
Romolo Alfieri
Marcello Monti
Stefani Gualtieri
Marcella Branciforte
Pina Bellucci
Ninetta Anguissola
Olga Speri
Dott. Dionigi Barcaccia
Raffaele Innocenti
Elena Federici
Arnulfo Bondumier-Salieri
Annetta Chiesa
Vito Carriera
Donato Scialpi
Ippazio Aporti-Rienzo
Annunziata Bignami
Ugo Barcaccia
Dott. Concetta Boaga
Umberto Grisoni
Eleanora Malpighi
Rosalia Telesio
Donna Ramazzotti
Eliana Rizzo
Eugenia Casini-Iannuzzi
Rodolfo Verri
Lauretta Borzomì
Gionata Serao
Morena Visconti
Umberto Deledda
Amalia Scarlatti-Caffarelli
Silvia Balotelli
Pierina Giannuzzi
Loretta Campano
Donatella Manacorda-Marenzio
Guido Malipiero
Barbara Navarria
Gianfranco Caetani-Polani
Barbara Sgarbi
Amleto Comisso-Oscuro
Sig.ra Giulia Peano
Gustavo Marino-Pigafetta
Ricciotti Bellò-Ottino
Diana Civaschi
Silvestro Liguori
Fabio Carnera
Dott. Giuseppina Trupiano
Flavia Mastroianni-Desio
Anita Zichichi
Franco Guariento
Adelmo Storladi-Ziani
Annetta Sagredo-Fattori
Dott. Piermaria Toso
Fiamma Gualandi
Raimondo Ossola-Procacci
Mariana Gagliardi
Sig. Toni Benussi
Dott. Saverio Ruberto
Virgilio Treccani
Isa Palmisano
Emma Volta
Sig. Vincentio Natta
Nicoletta Verga
Dott. Angelica Corradi
Amadeo Fantini
Sebastiano Vecoli
Ramona Tomasini
Livio Vergerio
Vincenza Piazzi
Matteo Castiglione-Bignardi
Dott. Donatella Panatta
Allegra Ficino
Napoleone Galiazzo
Gloria Mengolo
Sig. Antonello Respighi
Bruno Juvara-Gargallo
Serena Corradi
Nicoletta Gucci
Daria Colletti-Scalfaro
Evangelista Benedetti-Agostinelli
Benvenuto Falloppio
Giuseppina Errigo
Giulietta Prodi
Flora Donatoni
Dott. Stella Trincavelli
Dott. Patrizio Nicolucci
Atenulf Boitani-Schiaparelli
Serena Giannone-Vendetti
Silvia Venditti
Mariano Manunta
Amleto Bernardi
Sig. Pierluigi Grasso
Nico Cainero
Ignazio Garzoni
Raffaello Ioppi
Micheletto Lombroso
Bruno Leopardi
Vittorio Gargallo
Maria Comeriato
Raffaella Montanelli-Castelli
Agnolo Rusticucci
Maria Bonaventura
Dolores Lanfranchi-Deledda
Salvatore Cuzzocrea
Massimiliano Federico-Gangemi
Francesco Mantegazza-Cutuli
Silvia Antelami-Gonzaga
Michela Chechi
Lucio Gemito
Veronica Pistoletto
Giuseppe Garzoni
Paola Mazzanti
Sig. Achille Panicucci
Lidia Ligorio
Sig.ra Cecilia Boaga
Delfino Panzera
Amalia Lombardi
Romina Naccari-Toninelli
Ramona Scaramucci
Isa Zamorani-Zacco
Baldassare Costanzi
Coriolano Cabrini
Renata Sandi
Diana Albertini
Santino Amaldi
Dott. Carlo Romagnoli
Temistocle Natta
Martino Niscoromni-Petrassi
Giampiero Malaparte
Costantino Zaccagnini-Asprucci
Sole Schiavone
Sig. Luca Piacentini
Sig. Baldassare Stucchi
Giulia Aldobrandi
Giuseppina Michelangeli
Paloma Mattarella
Fiorino Gulotta
Graziano Passalacqua
Lilla Tamburini
Sig. Gianpaolo Carriera
Mariano Totino
Sante Montalti
Gianluigi Casadei-Antonelli
Dott. Sergius Saracino
Maurilio Pavarotti-Sgarbi
Elvira Morrocco
Sig.ra Tonia Mastroianni
Iolanda Battisti
Fabrizio Draghi
Dina Petrassi
Pierpaolo Lucchesi
Sig.ra Griselda Soranzo
Alberto Corradi
Sonia Caccioppoli
Lando Sforza
Puccio Curatoli-Grifeo
Barbara Pennetta
Vincenza Anguissola
Gianpaolo Lombardi
Damiano Moschino
Dott. Teresa Onio
Lucia Pirandello
Sonia Innocenti
Dott. Ippazio Luria
Sig. Lorenzo Gaiatto
Goffredo Battelli
Roman Pelli
Ernesto Bajardi
Ermanno Vento
Paoletta Tosi-Ponti
Maria Giradello
Ornella Carullo-Tutino
Gastone Amaldi
Sig. Silvio Zeffirelli
Erika Sokolov
Lucrezia Cavanna-Jilani
Melania Juvara
Veronica Moschino
Emilio Moccia-Verga
Livia Falier
Dott. Carolina Udinesi
Pasqual Duodo
Sig.ra Erika Trapani
Dott. Rita Argento
Melania Pellico
Pellegrino Morgagni
Roman Montesano
Raffaele Zola
Vito Bernetti
Pierluigi Donà
Rosa Segrè
Paola Buonauro
Silvio Sabbatini
Sig. Pier Durante
Sig.ra Matilda Guarato
Antonella Guidotti
Flavio Antonetti
Pierina Abbagnale
Laura Mezzetta
Sig. Ippazio Foletti
Enzio Garrone
Telemaco Boitani
Sig. Filippo Trombetta
Ronaldo Gabba
Niccolò Ferrari-Ferragamo
Lara Inzaghi
Monica Giammusso
Gustavo Iannuzzi
Annamaria Vespa
Sig.ra Sylvia Fornaciari
Etta Comeriato
Luigi Carducci-Fattori
Sig.ra Victoria Luxardo
Maria Monicelli
Annunziata Morosini-Pennetta
Sandra Curci-Filogamo
Giacomo Righi-Malatesta
Sig. Edoardo Romagnoli
Roberta Campanella-Tartaglia
Mariana Druso
Dott. Marcantonio Trussardi
Antonietta Naccari-Salata
Sophia Valmarana-Cutuli
Mauro Ciampi
Enrico Calvo
Dott. Eraldo Visconti
Sandra Redi
Priscilla Petrocelli
Dott. Fernanda Ziani
Licia Boccioni
Sig.ra Nadia Ferragni
Amalia Piovani
Romana Tanzini
Gloria Ziani
Giulia Frescobaldi-Piccinni
Tiziana Ferrabosco-Pistoletto
Giulietta Modugno
Ezio Faranda
Mariana Alfieri
Paolo Einaudi
Tonia Forza
Morena Cantimori
Leopoldo Fagotto
Piergiorgio Lanfranchi
Vanessa Gualtieri
Griselda Ariasso-Panatta
Tonia Ceci
Armando Rossellini
Dott. Raffaellino Schiaparelli
Marisa Ricciardi
Nico Frescobaldi
Sig. Lazzaro Comeriato
Bianca Borzomì
Dott. Rita Mazzocchi
Fiorino Tomasetti
Olga Babati
Ugo Querini
Flavia Piazzi
Federica Tomaselli-Ferrari
Berenice Grisoni
Sig.ra Lina Petruzzi
Annetta Gatto
Monica Blasi
Martino Visintini
Susanna Peranda
Costanzo Rossini
Loredana Marenzio-Cuzzocrea
Cristina Bellocchio
Isabella Majewski
Antonietta Anastasi
Lina Cattaneo
Loretta Giannini
Sig. Oreste Mezzetta
Sig. Santino Montecchi
Giustino Volterra
Sig.ra Paola Tacchini
Sig. Ottavio Majorana
Elmo Bottaro
Michela Nordio-Tamborini
Dott. Patrizia Stein
Marissa Peruzzi
Bianca Bellini
Mattia Borgia
Sig.ra Pierina Sansoni
Santino Manacorda
Gionata Basadonna-Loredan
Pietro Greco
Michelotto Palumbo
Ansaldo Pirandello
Sig. Adelmo Monti
Fausto Borroni
Lazzaro Busoni
Sig. Manuel Turchi
Dott. Riccardo Pasolini
Elena Lancisi
Gioachino Segrè
Rosalia Randazzo
Dott. Venancio Pausini
Sabatino Torlonia
Renata Costalonga
Umberto Martucci-Trombetta
Paride Gregorio
Dante Tuzzolino
Olga Gagliardi
Virginia Lerner
Graziano Calgari
Eugenia Gadda-Ossola
Licia Gori
Antonietta Anastasi-Boccioni
Greco Panzera
Alessio Battisti
Giorgia Dallara
Temistocle Fusani
Vittoria Spinelli-Bandello
Sig. Beppe Beffa
Rossana Stradivari
Angelica Bertoli-Niscoromni
Diana Morandi-Odescalchi
Edoardo Colletti-Chiesa
Concetta Bartoli
Margherita Zampa
Carlo Nicolucci
Nina Comboni
Elvira Esposito-Mondaini
Giampiero Bodoni
Paola Capone
Francesca Collodi-Fantoni
Gaetano Tornatore
Bruno Battaglia
Sole Accardo
Sig. Calogero Gentileschi
Salvi Vianello
Sig.ra Priscilla Gagliano
Elena Bragaglia-Alighieri
Sig. Danilo Fieramosca
Eugenia Vecoli
Luciano Morandi-Columbo
Gianmarco Mazzacurati
Giuliana Trombetta-Pisaroni
Monica Cardano-Tosto
Jacopo Littizzetto
Antonietta Coardi
Ugolino Mascagni
Ida Pisaroni
Livio Pisacane
Licia Pavarotti
Cipriano Cossiga
Licia Lussu
Benvenuto Curiel
Bianca Goldstein
Dott. Serena Polesel
Flora Leone
Gemma Maglio
Delfino Castelli-Vidoni
Sig. Filippo Ortese
Beppe Cheda-Morricone
Pellegrino Marazzi
Renata Ottino
Milo Giannelli
Elisa Dallapé-Pederiva
Caterina Verri
Carla Stoppani
Silvio Tomei-Versace
Maurizio Donà
Federica Barsanti
Gino Troisi
Amico Guariento
Lidia Pratesi
Maurilio Nicolini-Tamburello
Federica Merisi
Luciano Vergassola
Giorgia Castelli-Merisi
Sig.ra Annunziata Altera
Dott. Donatella Malacarne
Bettina Lattuada
Federica Simeoni
Guido Cossiga-Bandello
Gastone Orsini
Concetta Mazzi
Giancarlo Gatto
Ubaldo Govoni
Jacopo Bragadin-Angiolello
Antonino Martucci
Isabella Eco
Rosaria Lombardo
Luchino Collodi
Camilla Sinisi
Maria Andreozzi
Flora Sagredo
Anita Satta
Elena Alfonsi-Scotti
Gianni Borsellino
Leone Ponti
Sig.ra Fiamma Cibin
Luigi Maccanelli
Gianmarco Peruzzi
Amalia Battisti
Rosalia Alonzi
Agnolo Saragat
Gianluigi Borromeo-Emo
Rosario Manolesso
Silvestro Vitturi
Giorgio Renzi
Aria Fusani
Rosina Samele
Melina Siffredi
Irma Gatto-Renier
Maurizio Cavalcanti-Sorrentino
Edoardo Mazzacurati
Antonella Carli
Lodovico Rapisardi
Piero Cerquiglini-Iacovelli
Maura Bellocchio-Vismara
Luciana Tomei
Giampiero Sagnelli
Simonetta Dibiasi
Daniele Palladio
Dott. Flavia Pozzecco
Adriano Murialdo
Sig. Fiorino Soderini
Torquato Nitto
Pompeo Fantozzi
Romolo Pulci
Panfilo Pennetta-Salvini
Leone Rosmini-Treccani
Tiziano Treccani-Spanevello
Fernanda Manunta-Orlando
Ninetta Pederiva
Pasquale Interiano
Sig.ra Fabrizia Marrone
Tina Panzera
Caterina Mezzetta
Giampiero Bonanno
Ernesto Chindamo
Dott. Stella Maderna
Flora Taliercio
Daniele Porzio
Iolanda Ferrara
Arturo Pagnotto
Rosalia Asprucci
Evangelista Armani
Ernesto Ferrata
Luca Callegaro-Tanzini
Marissa Polesel
Agnolo Emo
Sig. Sebastiano Corradi
Sig. Giustino Cutrufo
Lolita Ginesio-Lanfranchi
Viridiana Morucci
Gianluigi Volterra
Dott. Lidia Versace
Fernanda Battelli
Lucia Eco-Sanguineti
Daria Bertolucci
Amleto Zito
Alina Pacelli
Tiziana Cimini
Silvestro Lollobrigida
Dott. Beatrice Conte
Sig. Costantino Balbi
Laura Tosi
Vanessa Nitti
Ramona Leopardi
Giustino Nugnes
Lilla Carfagna-Anguissola
Gianmarco Carullo
Piersanti Sommaruga-Spadafora
Coluccio Argentero
Dott. Ninetta Castiglione
Giancarlo Goldstein
Loredana Impastato
Zaira Giovine-Barracco
Nicola Bajardi
Fabrizia Leopardi
Maurizio Pagliaro
Leopoldo Cignaroli
Temistocle Delle
Temistocle Panicucci
Roberto Barzini
Guido Errani-Cabibbo
Ottone Bodoni
Riccardo Grimani
Lauretta Bondumier
Stefani Munari
Elvira Casalodi
Michela Solimena
Daria Giannini
Erika Giorgetti
Fedele Boitani
Tiziano Maderno
Goffredo Maglio
Carmelo Bandello
Maria Semitecolo
Dott. Romeo Aldobrandi
Fabia Accardo
Ida Brunello
Ivan Vanvitelli
Vito Fornaciari
Giustino Badoer
Rosina Tognazzi
Maura Monaco
Roberto Fibonacci
Vincenza Chiaramonte
Luigi Bandello
Melania Majorana
Panfilo Leoncavallo
Alderano Pisaroni
Temistocle Russo-Federici
Adelmo Sinisi
Dott. Nadia Corcos
Loredana Bruno
Paola Necci-Varano
Greca Pagnotto
Germana Dallara
Ansaldo Andreotti-Troisi
Serafina Bartoli-Mozart
Barbara Balotelli
Dott. Angelina Mascheroni
Dario Bixio
Gionata Proietti
Calogero Nibali
Temistocle Tirabassi
Sig.ra Tonia Salieri
Giovanni Battisti-Impastato
Adamo Tonisto
Romana Capuana
Ivo Trentini-Curatoli
Sophia Giacconi
Ornella Nordio
Antonio Rastelli
Marissa Scalfaro-Villarosa
Adele Malipiero
Oreste Fischetti
Pellegrino Boiardo
Rosina Saracino
Flavia Nolcini
Dina Bruscantini
Angelo Pisacane
Etta Fantoni
Eugenia Rinaldi
Leonardo Tafuri-Leonetti
Sig.ra Victoria Gangemi
Eugenia Vivaldi-Castiglione
Etta Virgilio-Capuana
Vincenzo Polani
Giulietta Cattaneo
Cesare Buscetta
Simone Barillaro
Lucio Sauli
Vanessa Amato-Savorgnan
Stefania Infantino
Rosaria Monaco
Lucia Porcellato
Aria Nonis
Enzio Guidone
Valentina Botticelli
Carla Dibiasi
Arsenio Bonaventura
Ignazio Agazzi
Giuliano Fanucci-Armani
Leonardo Galilei
Costantino Cortese
Pierina Zeffirelli
Sig. Ermes Rosselli
Sig.ra Zaira Cagnotto
Lidia Battaglia
Antonino Fieramosca
Arnaldo Norbiato
Paride Toselli
Isa Caboto-Martinelli
Hugo Callegari
Ida Duodo
Vincenzo Balotelli-Perozzo
Dott. Erika Campanella
Lucrezia Anichini
Martina Castioni
Alderano Redi
Niccolò Procacci
Letizia Chiappetta
Roberto Correr
Adriano Trevisan
Sig.ra Lucia Tebaldi
Amico Dulbecco-Pininfarina
Stefania Paganini
Arnaldo Bottaro
Elvira Casaleggio-Santorio
Ilaria Modigliani
Giulietta Fagiani
Eliana Venier
Fabio Fischetti
Marco Cociarelli
Sig.ra Renata Paltrinieri
Tonino Finzi-Salvini
Melania Giannotti
Cirillo Gentileschi
Flavia Mocenigo
Matilda Casagrande
Virginia Gilardoni
Gaspare Tarchetti
Sig.ra Renata Panatta
Eliana Sokolov
Giancarlo Binaghi
Carla Legnante-Pizzetti
Dott. Etta Carnera
Telemaco Alighieri
Chiara Druso
Ornella Sandi
Giulietta Tosto
Ivo Almagià
Pasqual Volta
Marisa Brancaccio
Annibale Manolesso-Stradivari
Adamo Mercadante-Zampa
Allegra Navarria
Gianluca Iannelli
Girolamo Berengario
Lucio Camicione
Dott. Patrizia Venturi
Sandra Gori-Pometta
Piero Loredan-Borzomì
Dott. Irma Calarco
Annetta Deledda
Donato Morpurgo
Federico Treves-Veltroni
Filippa Iacobucci
Marco Camiscione
Ernesto Mondadori-Tron
Sig.ra Emma Dallapé
Sig.ra Barbara Metella
Romana Mascagni
Dott. Lauretta Pulci
Vanessa Soderini
Dionigi Sonnino
Marissa Ruberto
Sig.ra Isa Micheletti
Pompeo Sibilia
Enrico Garzoni
Jolanda Verdi-Panzera
Sandra Bettin
Alina Guarato-Dallara
Mario Raimondi
Lucia Brunello
Paola Filzi
Rosa Iannelli
Bianca Tomaselli
Ennio Roero-Garobbio
Luchino Gangemi
Dott. Emma Errigo
Filippo Orsini
Sig. Gianfrancesco Tozzo
Flavia Fibonacci
Uberto Morellato
Sig. Gianmarco Lerner
Rosaria Mattarella
Sig.ra Stefania Civaschi
Jolanda Pisaroni
Elisa Mancini-Finotto
Vincentio Littizzetto-Alighieri
Antonello Abatantuono
Adele Ubaldi
Cipriano Piccio-Galuppi
Liberto Schiavone
Flavia Ziani
Pierpaolo Malpighi
Dott. Morena Travia
Gianni Jacuzzi
Raimondo Gritti
Dott. Panfilo Orengo
Cecilia Fo
Tatiana Guarato
Nina Cocci
Amalia Alighieri-Bova
Baccio Bottaro-Stefanelli
Galasso Maderna
Fredo Ferrata-Borsellino
Amalia Saraceno-Bonaventura
Benedetto Greco-Tartini
Sig. Enzio Greggio
Maura Canova
Teresa Redi
Silvestro Maffei
Giulia Foa
Sig. Sandro Borgia
Dott. Bernardo Guidone
Calcedonio Zanichelli
Renata Pelli
Rolando Cavanna
Gianpaolo Moschino
Nanni Armani
Rita Staglieno
Achille Ceschi
Valentina Agnesi-Guidotti
Panfilo Leone
Maurilio Fornaciari
Dott. Rembrandt Ossani
Etta Staglieno
Annamaria Iadanza-Condoleo
Santino Manolesso
Maria Palumbo
Maria Romano-Tirabassi
Giuseppe Cabibbo
Aurora Bixio
Annibale Verdone
Camillo Bernardi
Raimondo Modugno
Dott. Fortunata Bacosi
Isabella Capecchi
Armando Govoni
Etta Beccheria
Dott. Mattia Manzoni
Mercedes Farina
Giuseppe Nibali
Giampiero Jacuzzi-Nosiglia
Paoletta Ramazzotti
Guido Sommaruga-Tolentino
Tiziano Vergerio
Victoria Sauli
Dott. Nicolò Tencalla
Ottavio Infantino
Eva Pepe
Ernesto Tartaglia
Dott. Fabio Volta
Concetta Fusani-Poerio
Dott. Liliana Interiano
Michela Monti
Sig.ra Lidia Giacometti
Sig.ra Eva Cassarà
Pierluigi Pelli
Lilla Tamburi
Dott. Riccardo Brichese
Mariano Gabba
Priscilla Inzaghi
Gioffre Guicciardini
Giada Costanzi
Renata Gagliano
Emma Franzese
Paride Rapisardi-Federici
Silvia Avogadro
Sig. Massimo Trillini
Romolo Rosselli
Raffaella Mazzini
Gioele Trobbiani
Valerio Camilleri
Evangelista Valentino
Giulietta Gramsci
Imelda Foà
Eva Rossi-Fermi
Hugo Corcos
Donatello Riccati
Rosaria Palumbo
Cecilia Ammaniti
Angelica Mannoia
Dott. Marina Ligorio
Vittorio Manunta
Lorenzo Castioni-Porzio
Margherita Tomei-Guarato
Dott. Piermaria Fabrizi
Giada Falier
Dott. Rosa Sinisi
Lucrezia Curatoli
Dina Camuccini
Cecilia Tafuri
Dott. Viridiana Meucci
Romina Moccia-Mondadori
Augusto Petruzzi
Donatella Silvestri
Bianca Zanichelli
Lodovico Schiavo-Bruscantini
Paride Caracciolo
Livia Ceci
Dott. Stefani Pisacane
Adriana Borghese
Dott. Fedele Leone
Virginia Schicchi
Dott. Baccio Letta
Margherita Dandolo
Dott. Claudia Bragadin
Pasqual Cesaroni
Luca Petralli
Milo Gemito
Tonino Medici
Ninetta Verga-Villadicani
Gaetano Pavarotti
Baldassare Baresi
Michelotto Sbarbaro
Emilio Lanfranchi
Dott. Gianmarco Lussu
Annamaria Berrè
Clelia Andreotti
Viridiana Scalfaro
Nicoletta Cardano
Giacomo Palazzo
Jacopo Savorgnan
Giacinto Gaito-Barsanti
Sig.ra Giada Goldstein
Dott. Rosario Rapisardi
Berenice Gagliardi
Marisa Mazzacurati
Dott. Dolores Salvemini
Dott. Leopoldo Boldù
Venancio Corradi
Lorenzo Sobrero
Fiorenzo Salieri
Dott. Iolanda Pedersoli
Paulina Metella
Leone Mazzi
Gianpietro Soprano-Iannuzzi
Federigo Cremonesi
Giampaolo Tarchetti-Gangemi
Cesare Olivetti
Ermenegildo Pisano
Lorenzo Petrucci-Squarcione
Serafina Rapisardi
Serena Modiano
Dott. Isabella Morrocco
Sig.ra Gelsomina Ruggieri
Ciro Battelli
Caterina Gozzano
Dolores Vendetti
Marina Viviani
Sig. Arnaldo Palombi
Gino Anastasi
Mariana Germano-Piacentini
Toni Mazzacurati
Gianni Tacchini
Dott. Sylvia Giannone
Bettina Giusti
Maria Pacillo-Puglisi
Laureano Berengario-Cardano
Aldo Dandolo-Bertoli
Sig.ra Alessia Boldù
Fernanda Gianinazzi-Doria
Lolita Schicchi
Gianfrancesco Nicolini-Ferrucci
Maurilio Gaiatto
Severino Mascagni
Giuliano Santi
Luciana Nosiglia
Romina Tafuri
